YEAR,Region,Month,Precipitation
1992,Western,FEB,1.76143
1992,Western,MAR,3.26429
1992,Western,APR,3.34
1992,Western,MAY,2.93857
1992,Western,JUN,3.305
1992,Western,JUL,4.83125
1992,Western,AUG,4.73625
1992,Western,SEP,3.67125
1992,Western,OCT,2.6725
1992,Western,NOV,5.105
1992,Western,DEC,5.7625
1993,Cape Cod and Islands,JAN,2.27
1993,Cape Cod and Islands,FEB,3.94818
1993,Cape Cod and Islands,MAR,6.618
1993,Cape Cod and Islands,APR,4.73091
1993,Cape Cod and Islands,MAY,2.25727
1993,Cape Cod and Islands,JUN,1.74636
1993,Cape Cod and Islands,JUL,2.47
1993,Cape Cod and Islands,AUG,0.70545
1993,Cape Cod and Islands,SEP,3.358
1993,Cape Cod and Islands,OCT,5.04
1993,Cape Cod and Islands,NOV,3.31
1993,Cape Cod and Islands,DEC,7.67273
1993,Central,JAN,2.78688
1993,Central,FEB,2.77656
1993,Central,MAR,5.76344
1993,Central,APR,3.93719
1993,Central,MAY,1.73938
1993,Central,JUN,1.95719
1993,Central,JUL,3.03188
1993,Central,AUG,2.55656
1993,Central,SEP,6.03563
1993,Central,OCT,4.185
1993,Central,NOV,4.25
1993,Central,DEC,5.1225
1993,Connecticut River,JAN,2.72176
1993,Connecticut River,FEB,2.96382
1993,Connecticut River,MAR,6.56758
1993,Connecticut River,APR,5.08676
1993,Connecticut River,MAY,1.60788
1993,Connecticut River,JUN,2.33545
1993,Connecticut River,JUL,3.00576
1993,Connecticut River,AUG,2.43406
1993,Connecticut River,SEP,4.8375
1993,Connecticut River,OCT,3.97094
1993,Connecticut River,NOV,4.35606
1993,Connecticut River,DEC,4.87424
1993,Northeast,JAN,2.22024
1993,Northeast,FEB,4.2975
1993,Northeast,MAR,6.6861
1993,Northeast,APR,5.1039
1993,Northeast,MAY,1.28756
1993,Northeast,JUN,1.68146
1993,Northeast,JUL,2.01683
1993,Northeast,AUG,1.81275
1993,Northeast,SEP,5.457
1993,Northeast,OCT,3.98475
1993,Northeast,NOV,3.487
1993,Northeast,DEC,5.71692
1993,Southeast,JAN,2.47517
1993,Southeast,FEB,4.48138
1993,Southeast,MAR,6.47571
1993,Southeast,APR,5.38034
1993,Southeast,MAY,1.43069
1993,Southeast,JUN,1.34517
1993,Southeast,JUL,2.27483
1993,Southeast,AUG,1.18586
1993,Southeast,SEP,3.96931
1993,Southeast,OCT,3.81931
1993,Southeast,NOV,3.50759
1993,Southeast,DEC,7.11966
1993,Western,JAN,2.56125
1993,Western,FEB,3.0775
1993,Western,MAR,4.99375
1993,Western,APR,4.44375
1993,Western,MAY,1.695
1993,Western,JUN,2.905
1993,Western,JUL,3.075
1993,Western,AUG,3.0375
1993,Western,SEP,4.2375
1993,Western,OCT,4.55125
1993,Western,NOV,4.17875
1993,Western,DEC,3.62375
1994,Cape Cod and Islands,JAN,5.67091
1994,Cape Cod and Islands,FEB,4.16083
1994,Cape Cod and Islands,MAR,7.80083
1994,Cape Cod and Islands,APR,3.1525
1994,Cape Cod and Islands,MAY,4.70917
1994,Cape Cod and Islands,JUN,2.59167
1994,Cape Cod and Islands,JUL,1.68917
1994,Cape Cod and Islands,AUG,4.64091
1994,Cape Cod and Islands,SEP,3.11545
1994,Cape Cod and Islands,OCT,1.31545
1994,Cape Cod and Islands,NOV,3.57455
1994,Cape Cod and Islands,DEC,5.30417
1994,Central,JAN,5.02469
1994,Central,FEB,2.24063
1994,Central,MAR,5.63469
1994,Central,APR,3.09563
1994,Central,MAY,4.55813
1994,Central,JUN,2.58594
1994,Central,JUL,4.90875
1994,Central,AUG,6.56938
1994,Central,SEP,4.35656
1994,Central,OCT,1.12813
1994,Central,NOV,3.66688
1994,Central,DEC,5.0875
1994,Connecticut River,JAN,4.88667
1994,Connecticut River,FEB,2.47882
1994,Connecticut River,MAR,5.61824
1994,Connecticut River,APR,3.61636
1994,Connecticut River,MAY,4.23
1994,Connecticut River,JUN,2.71788
1994,Connecticut River,JUL,5.56697
1994,Connecticut River,AUG,5.04879
1994,Connecticut River,SEP,4.12405
1994,Connecticut River,OCT,1.34526
1994,Connecticut River,NOV,3.86324
1994,Connecticut River,DEC,5.21595
1994,Northeast,JAN,4.73026
1994,Northeast,FEB,2.6325
1994,Northeast,MAR,6.5985
1994,Northeast,APR,2.2685
1994,Northeast,MAY,5.40975
1994,Northeast,JUN,1.16154
1994,Northeast,JUL,2.257
1994,Northeast,AUG,5.42775
1994,Northeast,SEP,6.22375
1994,Northeast,OCT,0.66675
1994,Northeast,NOV,4.36795
1994,Northeast,DEC,5.9115
1994,Southeast,JAN,5.41172
1994,Southeast,FEB,3.00655
1994,Southeast,MAR,7.94793
1994,Southeast,APR,2.19179
1994,Southeast,MAY,3.94138
1994,Southeast,JUN,2.75621
1994,Southeast,JUL,2.24552
1994,Southeast,AUG,6.31069
1994,Southeast,SEP,4.22643
1994,Southeast,OCT,0.69643
1994,Southeast,NOV,4.96464
1994,Southeast,DEC,5.705
1994,Western,JAN,5.04111
1994,Western,FEB,2.19333
1994,Western,MAR,4.22222
1994,Western,APR,3.52444
1994,Western,MAY,3.56
1994,Western,JUN,3.29889
1994,Western,JUL,5.918
1994,Western,AUG,4.125
1994,Western,SEP,3.943
1994,Western,OCT,1.509
1994,Western,NOV,2.78889
1994,Western,DEC,3.73222
1995,Cape Cod and Islands,JAN,2.67417
1995,Cape Cod and Islands,FEB,2.63083
1995,Cape Cod and Islands,MAR,2.04417
1995,Cape Cod and Islands,APR,2.71
1995,Cape Cod and Islands,MAY,3.8225
1995,Cape Cod and Islands,JUN,3.71917
1995,Cape Cod and Islands,JUL,2.76833
1995,Cape Cod and Islands,AUG,1.815
1995,Cape Cod and Islands,SEP,2.76833
1995,Cape Cod and Islands,OCT,5.0625
1995,Cape Cod and Islands,NOV,7.71583
1995,Cape Cod and Islands,DEC,2.7125
1995,Central,JAN,3.67438
1995,Central,FEB,3.14121
1995,Central,MAR,2.10156
1995,Central,APR,2.28813
1995,Central,MAY,2.78
1995,Central,JUN,2.23548
1995,Central,JUL,3.29781
1995,Central,AUG,2.14438
1995,Central,SEP,2.98313
1995,Central,OCT,9.81031
1995,Central,NOV,5.11219
1995,Central,DEC,2.10656
1995,Connecticut River,JAN,3.54886
1995,Connecticut River,FEB,2.994
1995,Connecticut River,MAR,2.06314
1995,Connecticut River,APR,2.51912
1995,Connecticut River,MAY,2.55758
1995,Connecticut River,JUN,2.35242
1995,Connecticut River,JUL,3.93364
1995,Connecticut River,AUG,2.96
1995,Connecticut River,SEP,3.15
1995,Connecticut River,OCT,14.0653
1995,Connecticut River,NOV,5.31879
1995,Connecticut River,DEC,2.22061
1995,Northeast,JAN,4.25425
1995,Northeast,FEB,2.8465
1995,Northeast,MAR,2.2225
1995,Northeast,APR,1.95857
1995,Northeast,MAY,2.39791
1995,Northeast,JUN,2.04364
1995,Northeast,JUL,2.52
1995,Northeast,AUG,1.25409
1995,Northeast,SEP,3.15537
1995,Northeast,OCT,6.7478
1995,Northeast,NOV,6.60488
1995,Northeast,DEC,2.85537
1995,Southeast,JAN,3.52357
1995,Southeast,FEB,2.97929
1995,Southeast,MAR,2.43286
1995,Southeast,APR,2.45679
1995,Southeast,MAY,2.51321
1995,Southeast,JUN,2.88586
1995,Southeast,JUL,2.59793
1995,Southeast,AUG,1.73897
1995,Southeast,SEP,3.34448
1995,Southeast,OCT,6.52793
1995,Southeast,NOV,6.37276
1995,Southeast,DEC,2.45
1995,Western,JAN,3.245
1995,Western,FEB,2.55667
1995,Western,MAR,2.66333
1995,Western,APR,2.78222
1995,Western,MAY,2.238
1995,Western,JUN,1.505
1995,Western,JUL,3.12778
1995,Western,AUG,1.71444
1995,Western,SEP,2.6975
1995,Western,OCT,10.7629
1995,Western,NOV,4.82
1995,Western,DEC,2.59833
1996,Cape Cod and Islands,JAN,5.04417
1996,Cape Cod and Islands,FEB,3.155
1996,Cape Cod and Islands,MAR,3.92545
1996,Cape Cod and Islands,APR,5.93091
1996,Cape Cod and Islands,MAY,2.4125
1996,Cape Cod and Islands,JUN,1.83273
1996,Cape Cod and Islands,JUL,3.14545
1996,Cape Cod and Islands,AUG,4.41545
1996,Cape Cod and Islands,SEP,12.8517
1996,Cape Cod and Islands,OCT,9.1825
1996,Cape Cod and Islands,NOV,1.40083
1996,Cape Cod and Islands,DEC,4.8575
1996,Central,JAN,6.94094
1996,Central,FEB,3.00375
1996,Central,MAR,3.02313
1996,Central,APR,7.68563
1996,Central,MAY,4.00625
1996,Central,JUN,3.59065
1996,Central,JUL,7.09063
1996,Central,AUG,2.01645
1996,Central,SEP,6.69063
1996,Central,OCT,6.42438
1996,Central,NOV,3.59
1996,Central,DEC,7.27645
1996,Connecticut River,JAN,7.185
1996,Connecticut River,FEB,2.91735
1996,Connecticut River,MAR,2.68676
1996,Connecticut River,APR,8.13765
1996,Connecticut River,MAY,4.37188
1996,Connecticut River,JUN,4.62276
1996,Connecticut River,JUL,7.71813
1996,Connecticut River,AUG,1.66966
1996,Connecticut River,SEP,7.37844
1996,Connecticut River,OCT,5.35032
1996,Connecticut River,NOV,4.39333
1996,Connecticut River,DEC,7.34333
1996,Northeast,JAN,6.25333
1996,Northeast,FEB,2.94737
1996,Northeast,MAR,3.02795
1996,Northeast,APR,5.94514
1996,Northeast,MAY,3.36611
1996,Northeast,JUN,2.10115
1996,Northeast,JUL,6.42342
1996,Northeast,AUG,1.50444
1996,Northeast,SEP,6.99389
1996,Northeast,OCT,11.7162
1996,Northeast,NOV,2.58725
1996,Northeast,DEC,6.46914
1996,Southeast,JAN,6.55586
1996,Southeast,FEB,3.13759
1996,Southeast,MAR,3.24214
1996,Southeast,APR,5.77444
1996,Southeast,MAY,3.67
1996,Southeast,JUN,2.35583
1996,Southeast,JUL,5.56037
1996,Southeast,AUG,3.25958
1996,Southeast,SEP,8.12357
1996,Southeast,OCT,8.86393
1996,Southeast,NOV,2.56407
1996,Southeast,DEC,7.24077
1996,Western,JAN,7.405
1996,Western,FEB,3.01143
1996,Western,MAR,2.58857
1996,Western,APR,7.24429
1996,Western,MAY,4.53857
1996,Western,JUN,5.04714
1996,Western,JUL,8.585
1996,Western,AUG,2.86143
1996,Western,SEP,6.48714
1996,Western,OCT,4.84571
1996,Western,NOV,3.79429
1996,Western,DEC,6.46286
1997,Cape Cod and Islands,JAN,2.864
1997,Cape Cod and Islands,FEB,2.37273
1997,Cape Cod and Islands,MAR,5.93545
1997,Cape Cod and Islands,APR,5.04545
1997,Cape Cod and Islands,MAY,4.08583
1997,Cape Cod and Islands,JUN,1.77073
1997,Cape Cod and Islands,JUL,3.94917
1997,Cape Cod and Islands,AUG,5.06583
1997,Cape Cod and Islands,SEP,1.47833
1997,Cape Cod and Islands,OCT,2.48333
1997,Cape Cod and Islands,NOV,7.03364
1997,Cape Cod and Islands,DEC,3.77167
1997,Central,JAN,3.54351
1997,Central,FEB,2.12844
1997,Central,MAR,5.17719
1997,Central,APR,4.37156
1997,Central,MAY,3.12567
1997,Central,JUN,1.35906
1997,Central,JUL,3.58438
1997,Central,AUG,4.87129
1997,Central,SEP,1.46138
1997,Central,OCT,2.37677
1997,Central,NOV,6.17161
1997,Central,DEC,2.68323
1997,Connecticut River,JAN,3.48788
1997,Connecticut River,FEB,2.23645
1997,Connecticut River,MAR,4.21156
1997,Connecticut River,APR,3.73781
1997,Connecticut River,MAY,3.89129
1997,Connecticut River,JUN,1.15906
1997,Connecticut River,JUL,4.47094
1997,Connecticut River,AUG,5.56613
1997,Connecticut River,SEP,2.29219
1997,Connecticut River,OCT,2.31419
1997,Connecticut River,NOV,7.04094
1997,Connecticut River,DEC,2.60667
1997,Northeast,JAN,2.935
1997,Northeast,FEB,1.9275
1997,Northeast,MAR,4.99972
1997,Northeast,APR,5.20171
1997,Northeast,MAY,2.77848
1997,Northeast,JUN,1.17265
1997,Northeast,JUL,1.70265
1997,Northeast,AUG,3.59686
1997,Northeast,SEP,1.62939
1997,Northeast,OCT,1.81515
1997,Northeast,NOV,6.30303
1997,Northeast,DEC,3.49
1997,Southeast,JAN,3.46857
1997,Southeast,FEB,1.93893
1997,Southeast,MAR,5.64179
1997,Southeast,APR,5.20143
1997,Southeast,MAY,3.18214
1997,Southeast,JUN,1.0615
1997,Southeast,JUL,1.94852
1997,Southeast,AUG,4.24143
1997,Southeast,SEP,1.38821
1997,Southeast,OCT,2.05071
1997,Southeast,NOV,6.9325
1997,Southeast,DEC,2.75259
1997,Western,JAN,3.16
1997,Western,FEB,1.91571
1997,Western,MAR,5.22714
1997,Western,APR,2.64143
1997,Western,MAY,4.97429
1997,Western,JUN,0.995
1997,Western,JUL,4.41571
1997,Western,AUG,4.25857
1997,Western,SEP,1.88667
1997,Western,OCT,2.26571
1997,Western,NOV,7.34667
1997,Western,DEC,2.805
1998,Cape Cod and Islands,JAN,7.27167
1998,Cape Cod and Islands,FEB,6.7625
1998,Cape Cod and Islands,MAR,5.475
1998,Cape Cod and Islands,APR,4.84833
1998,Cape Cod and Islands,MAY,3.32667
1998,Cape Cod and Islands,JUN,7.295
1998,Cape Cod and Islands,JUL,1.92417
1998,Cape Cod and Islands,AUG,3.96083
1998,Cape Cod and Islands,SEP,3.1525
1998,Cape Cod and Islands,OCT,3.19167
1998,Cape Cod and Islands,NOV,1.9
1998,Cape Cod and Islands,DEC,1.435
1998,Central,JAN,5.33097
1998,Central,FEB,3.40935
1998,Central,MAR,5.70065
1998,Central,APR,3.18258
1998,Central,MAY,5.47438
1998,Central,JUN,8.56125
1998,Central,JUL,2.53938
1998,Central,AUG,1.83938
1998,Central,SEP,2.19344
1998,Central,OCT,5.10188
1998,Central,NOV,2.45406
1998,Central,DEC,1.56516
1998,Connecticut River,JAN,4.98032
1998,Connecticut River,FEB,3.05613
1998,Connecticut River,MAR,4.64742
1998,Connecticut River,APR,2.83667
1998,Connecticut River,MAY,5.75032
1998,Connecticut River,JUN,7.71032
1998,Connecticut River,JUL,2.24774
1998,Connecticut River,AUG,1.33484
1998,Connecticut River,SEP,2.2829
1998,Connecticut River,OCT,4.87833
1998,Connecticut River,NOV,2.73367
1998,Connecticut River,DEC,1.437
1998,Northeast,JAN,6.03371
1998,Northeast,FEB,5.74543
1998,Northeast,MAR,5.0138
1998,Northeast,APR,3.558
1998,Northeast,MAY,6.10686
1998,Northeast,JUN,11.2926
1998,Northeast,JUL,2.63457
1998,Northeast,AUG,2.92943
1998,Northeast,SEP,2.20457
1998,Northeast,OCT,5.81
1998,Northeast,NOV,1.87
1998,Northeast,DEC,1.58114
1998,Southeast,JAN,6.95071
1998,Southeast,FEB,6.84357
1998,Southeast,MAR,5.54071
1998,Southeast,APR,4.89107
1998,Southeast,MAY,5.73607
1998,Southeast,JUN,12.6696
1998,Southeast,JUL,2.30714
1998,Southeast,AUG,5.0775
1998,Southeast,SEP,2.27643
1998,Southeast,OCT,5.09607
1998,Southeast,NOV,2.32821
1998,Southeast,DEC,1.6775
1998,Western,JAN,4.96167
1998,Western,FEB,2.85833
1998,Western,MAR,3.475
1998,Western,APR,3.078
1998,Western,MAY,6.364
1998,Western,JUN,8.396
1998,Western,JUL,2.99
1998,Western,AUG,1.372
1998,Western,SEP,2.52
1998,Western,OCT,4.544
1998,Western,NOV,2.42
1998,Western,DEC,1.79833
1999,Cape Cod and Islands,JAN,4.39333
1999,Cape Cod and Islands,FEB,4.64818
1999,Cape Cod and Islands,MAR,4.69455
1999,Cape Cod and Islands,APR,1.49667
1999,Cape Cod and Islands,MAY,4.2175
1999,Cape Cod and Islands,JUN,0.32333
1999,Cape Cod and Islands,JUL,1.69917
1999,Cape Cod and Islands,AUG,4.90083
1999,Cape Cod and Islands,SEP,3.53083
1999,Cape Cod and Islands,OCT,6.92091
1999,Cape Cod and Islands,NOV,2.41833
1999,Cape Cod and Islands,DEC,3.16333
1999,Central,JAN,6.29033
1999,Central,FEB,3.53724
1999,Central,MAR,4.76677
1999,Central,APR,0.92839
1999,Central,MAY,2.82267
1999,Central,JUN,1.56156
1999,Central,JUL,2.50344
1999,Central,AUG,2.96156
1999,Central,SEP,9.66219
1999,Central,OCT,3.81906
1999,Central,NOV,2.85531
1999,Central,DEC,2.21226
1999,Connecticut River,JAN,6.28321
1999,Connecticut River,FEB,3.363
1999,Connecticut River,MAR,5.09533
1999,Connecticut River,APR,0.969
1999,Connecticut River,MAY,4.08069
1999,Connecticut River,JUN,2.87793
1999,Connecticut River,JUL,2.27069
1999,Connecticut River,AUG,3.45379
1999,Connecticut River,SEP,11.5455
1999,Connecticut River,OCT,3.85207
1999,Connecticut River,NOV,3.18414
1999,Connecticut River,DEC,2.24179
1999,Northeast,JAN,6.51457
1999,Northeast,FEB,4.17222
1999,Northeast,MAR,3.9727
1999,Northeast,APR,0.83806
1999,Northeast,MAY,3.47389
1999,Northeast,JUN,0.41639
1999,Northeast,JUL,3.44611
1999,Northeast,AUG,1.83486
1999,Northeast,SEP,9.2325
1999,Northeast,OCT,4.28167
1999,Northeast,NOV,2.51667
1999,Northeast,DEC,2.12457
1999,Southeast,JAN,6.51964
1999,Southeast,FEB,5.53571
1999,Southeast,MAR,4.44179
1999,Southeast,APR,1.32786
1999,Southeast,MAY,4.04536
1999,Southeast,JUN,0.55857
1999,Southeast,JUL,3.52607
1999,Southeast,AUG,2.14857
1999,Southeast,SEP,8.55857
1999,Southeast,OCT,5.36828
1999,Southeast,NOV,2.77241
1999,Southeast,DEC,2.53931
1999,Western,JAN,6.165
1999,Western,FEB,3.336
1999,Western,MAR,4.93833
1999,Western,APR,1.27167
1999,Western,MAY,5.395
1999,Western,JUN,3.684
1999,Western,JUL,2.832
1999,Western,AUG,3.428
1999,Western,SEP,8.89667
1999,Western,OCT,3.79
1999,Western,NOV,3.36
1999,Western,DEC,1.764
2000,Cape Cod and Islands,JAN,3.73833
2000,Cape Cod and Islands,FEB,3.12385
2000,Cape Cod and Islands,MAR,3.77385
2000,Cape Cod and Islands,APR,6.00077
2000,Cape Cod and Islands,MAY,3.64917
2000,Cape Cod and Islands,JUN,2.18
2000,Cape Cod and Islands,JUL,4.0175
2000,Cape Cod and Islands,AUG,4.82
2000,Cape Cod and Islands,SEP,2.47167
2000,Cape Cod and Islands,OCT,2.57583
2000,Cape Cod and Islands,NOV,2.96833
2000,Cape Cod and Islands,DEC,3.08545
2000,Central,JAN,3.45806
2000,Central,FEB,3.36
2000,Central,MAR,4.15387
2000,Central,APR,6.25813
2000,Central,MAY,3.61404
2000,Central,JUN,6.12903
2000,Central,JUL,4.94065
2000,Central,AUG,3.18179
2000,Central,SEP,3.43759
2000,Central,OCT,2.21833
2000,Central,NOV,3.38333
2000,Central,DEC,4.155
2000,Connecticut River,JAN,3.41581
2000,Connecticut River,FEB,3.16613
2000,Connecticut River,MAR,4.04935
2000,Connecticut River,APR,4.96129
2000,Connecticut River,MAY,4.45065
2000,Connecticut River,JUN,8.02032
2000,Connecticut River,JUL,6.43968
2000,Connecticut River,AUG,4.56871
2000,Connecticut River,SEP,3.65467
2000,Connecticut River,OCT,2.23379
2000,Connecticut River,NOV,2.81967
2000,Connecticut River,DEC,3.98259
2000,Northeast,JAN,3.63316
2000,Northeast,FEB,3.42263
2000,Northeast,MAR,4.12868
2000,Northeast,APR,6.71553
2000,Northeast,MAY,3.27132
2000,Northeast,JUN,5.6
2000,Northeast,JUL,5.73974
2000,Northeast,AUG,2.23974
2000,Northeast,SEP,3.27342
2000,Northeast,OCT,3.06917
2000,Northeast,NOV,5.02906
2000,Northeast,DEC,4.44457
2000,Southeast,JAN,4.03929
2000,Southeast,FEB,3.63414
2000,Southeast,MAR,5.3337
2000,Southeast,APR,6.40071
2000,Southeast,MAY,3.66724
2000,Southeast,JUN,4.90828
2000,Southeast,JUL,4.70893
2000,Southeast,AUG,2.69357
2000,Southeast,SEP,3.38857
2000,Southeast,OCT,2.68643
2000,Southeast,NOV,3.96036
2000,Southeast,DEC,4.448
2000,Western,JAN,3.39
2000,Western,FEB,2.92875
2000,Western,MAR,3.84625
2000,Western,APR,3.8575
2000,Western,MAY,4.41125
2000,Western,JUN,9.51857
2000,Western,JUL,5.82625
2000,Western,AUG,4.31375
2000,Western,SEP,4.43143
2000,Western,OCT,2.44857
2000,Western,NOV,2.52167
2000,Western,DEC,4.49
2001,Cape Cod and Islands,JAN,3.22583
2001,Cape Cod and Islands,FEB,2.33364
2001,Cape Cod and Islands,MAR,8.025
2001,Cape Cod and Islands,APR,2.46333
2001,Cape Cod and Islands,MAY,3.485
2001,Cape Cod and Islands,JUN,3.51333
2001,Cape Cod and Islands,JUL,3.63583
2001,Cape Cod and Islands,AUG,4.5025
2001,Cape Cod and Islands,SEP,1.7825
2001,Cape Cod and Islands,OCT,1.5425
2001,Cape Cod and Islands,NOV,1.11333
2001,Cape Cod and Islands,DEC,3.5425
2001,Central,JAN,1.95179
2001,Central,FEB,3.21069
2001,Central,MAR,7.46448
2001,Central,APR,1.50778
2001,Central,MAY,2.423
2001,Central,JUN,6.66857
2001,Central,JUL,3.23111
2001,Central,AUG,3.02346
2001,Central,SEP,3.72593
2001,Central,OCT,0.7952
2001,Central,NOV,1.21308
2001,Central,DEC,2.8856
2001,Connecticut River,JAN,1.71367
2001,Connecticut River,FEB,3.19367
2001,Connecticut River,MAR,7.24357
2001,Connecticut River,APR,1.97667
2001,Connecticut River,MAY,3.80484
2001,Connecticut River,JUN,5.595
2001,Connecticut River,JUL,3.03258
2001,Connecticut River,AUG,2.76633
2001,Connecticut River,SEP,4.38483
2001,Connecticut River,OCT,0.93667
2001,Connecticut River,NOV,1.28862
2001,Connecticut River,DEC,2.7829
2001,Northeast,JAN,2.46657
2001,Northeast,FEB,2.53647
2001,Northeast,MAR,11.556
2001,Northeast,APR,1.25167
2001,Northeast,MAY,1.98333
2001,Northeast,JUN,6.98811
2001,Northeast,JUL,2.63944
2001,Northeast,AUG,3.73528
2001,Northeast,SEP,2.52333
2001,Northeast,OCT,1.10667
2001,Northeast,NOV,1.0075
2001,Northeast,DEC,3.25081
2001,Southeast,JAN,3.03046
2001,Southeast,FEB,2.49769
2001,Southeast,MAR,11.7459
2001,Southeast,APR,2.04621
2001,Southeast,MAY,3.29793
2001,Southeast,JUN,6.85241
2001,Southeast,JUL,3.24143
2001,Southeast,AUG,4.79643
2001,Southeast,SEP,2.79321
2001,Southeast,OCT,1.06857
2001,Southeast,NOV,0.94241
2001,Southeast,DEC,3.20172
2001,Western,JAN,1.48833
2001,Western,FEB,3.10667
2001,Western,MAR,6.645
2001,Western,APR,1.51167
2001,Western,MAY,3.38714
2001,Western,JUN,5.19
2001,Western,JUL,3.62143
2001,Western,AUG,2.12286
2001,Western,SEP,5.43167
2001,Western,OCT,1.42167
2001,Western,NOV,1.78667
2001,Western,DEC,2.895
2002,Cape Cod and Islands,JAN,4.365
2002,Cape Cod and Islands,FEB,2.13182
2002,Cape Cod and Islands,MAR,5.68182
2002,Cape Cod and Islands,APR,3.61667
2002,Cape Cod and Islands,MAY,4.6075
2002,Cape Cod and Islands,JUN,3.25167
2002,Cape Cod and Islands,JUL,0.68083
2002,Cape Cod and Islands,AUG,1.94583
2002,Cape Cod and Islands,SEP,5.99833
2002,Cape Cod and Islands,OCT,2.92
2002,Cape Cod and Islands,NOV,7.32417
2002,Cape Cod and Islands,DEC,6.1
2002,Central,JAN,2.33889
2002,Central,FEB,2.16615
2002,Central,MAR,4.39857
2002,Central,APR,3.38192
2002,Central,MAY,5.10185
2002,Central,JUN,4.85609
2002,Central,JUL,2.16154
2002,Central,AUG,3.0548
2002,Central,SEP,3.96708
2002,Central,OCT,4.0025
2002,Central,NOV,5.16158
2002,Central,DEC,5.07364
2002,Connecticut River,JAN,1.98567
2002,Connecticut River,FEB,2.2331
2002,Connecticut River,MAR,3.86581
2002,Connecticut River,APR,3.562
2002,Connecticut River,MAY,5.093
2002,Connecticut River,JUN,4.7669
2002,Connecticut River,JUL,2.29379
2002,Connecticut River,AUG,3.31241
2002,Connecticut River,SEP,3.54567
2002,Connecticut River,OCT,4.65067
2002,Connecticut River,NOV,5.55
2002,Connecticut River,DEC,4.10679
